"Rank","Player","Team","Position","Points","Games","Avg"
"69","Ronald Jones II","TB","RB","12.5","1","12.5"
"70","CeeDee Lamb","DAL","WR","12.4","1","12.4"
"71","James Conner","PIT","RB","12.3","1","12.3"
"72","Kenyan Drake","ARI","RB","12.2","1","12.2"
"72","Emmanuel Sanders","NO","WR","12.2","1","12.2"
"74","Miami Dolphins","MIA","DST","12.0","1","12.0"
"74","Indianapolis Colts","IND","DST","12.0","1","12.0"
"74","Los Angeles Rams","LAR","DST","12.0","1","12.0"
"77","Alvin Kamara","NO","RB","11.9","1","11.9"
"77","Raheem Mostert","SF","RB","11.9","1","11.9"
"77","David Montgomery","CHI","RB","11.9","1","11.9"
"80","Will Fuller V","HOU","WR","11.8","1","11.8"
"81","Darren Fells","HOU","TE","11.7","1","11.7"
"82","Mark Andrews","BAL","TE","11.6","1","11.6"
"83","Robby Anderson","CAR","WR","11.5","1","11.5"
"84","Jared Cook","NO","TE","11.2","1","11.2"
"85","Dan Bailey","MIN","K","11.0","1","11.0"
"85","Rodrigo Blankenship","IND","K","11.0","1","11.0"
"85","Daniel Carlson","LV","K","11.0","1","11.0"
"85","New York Giants","NYG","DST","11.0","1","11.0"
"85","Joey Slye","CAR","K","11.0","1","11.0"
"85","DeVante Parker","MIA","WR","11.0","1","11.0"
"91","Darren Waller","LV","TE","10.8","1","10.8"
"92","Stefon Diggs","BUF","WR","10.6","1","10.6"
"93","David Johnson","HOU","RB","10.3","1","10.3"
"94","Mike Evans","TB","WR","10.1","1","10.1"
"95","Justin Tucker","BAL","K","10.0","1","10.0"
"96","Kyle Allen","WAS","QB","9.7","1","9.7"
"97","Justin Jackson","LAC","RB","9.4","1","9.4"
"97","Joe Mixon","CIN","RB","9.4","1","9.4"
"99","Jimmy Graham","CHI","TE","9.3","1","9.3"
"100","Mike Gesicki","MIA","TE","9.1","1","9.1"
"100","Rashard Higgins","CLE","WR","9.1","1","9.1"
"102","Collin Johnson","JAC","WR","9.0","1","9.0"
"102","Allen Robinson II","CHI","WR","9.0","1","9.0"
"102","Dallas Cowboys","DAL","DST","9.0","1","9.0"
"102","Cairo Santos","CHI","K","9.0","1","9.0"
"102","Houston Texans","HOU","DST","9.0","1","9.0"
"102","Chris Boswell","PIT","K","9.0","1","9.0"
"102","Gerald Everett","LAR","TE","9.0","1","9.0"
"102","Kendrick Bourne","SF","WR","9.0","1","9.0"
"110","Keenan Allen","LAC","WR","8.9","1","8.9"
"111","Jarvis Landry","CLE","WR","8.8","1","8.8"
"112","Keelan Cole Sr.","JAC","WR","8.7","1","8.7"
"113","Greg Ward","PHI","WR","8.6","1","8.6"
"114","Evan Engram","NYG","TE","8.5","1","8.5"
"115","Sammy Watkins","KC","WR","8.4","1","8.4"
"116","Hunter Henry","LAC","TE","8.3","1","8.3"
"117","Daniel Jones","NYG","QB","8.2","1","8.2"
"118","Tennessee Titans","TEN","DST","8.0","1","8.0"
"118","Pittsburgh Steelers","PIT","DST","8.0","1","8.0"
"118","Clyde Edwards-Helaire","KC","RB","8.0","1","8.0"
"121","Will Dissly","SEA","TE","7.9","1","7.9"
"121","Laviska Shenault Jr.","JAC","WR","7.9","1","7.9"
"121","Matt Ryan","ATL","QB","7.9","1","7.9"
"124","Christian Kirk","ARI","WR","7.8","1","7.8"
"125","Philip Rivers","IND","QB","7.6","1","7.6"
"126","Ray-Ray McCloud","PIT","WR","7.5","1","7.5"
"127","Michael Gallup","DAL","WR","7.3","1","7.3"
"127","Taysom Hill","NO","QB","7.3","1","7.3"
"129","Kyle Juszczyk","SF","RB","7.1","1","7.1"
"130","Arizona Cardinals","ARI","DST","7.0","1","7.0"
"130","Zane Gonzalez","ARI","K","7.0","1","7.0"
"130","Seattle Seahawks","SEA","DST","7.0","1","7.0"
"133","T.Y. Hilton","IND","WR","6.9","1","6.9"
"134","Le'Veon Bell","Multi","RB","6.7","1","6.7"
"134","Devontae Booker","LV","RB","6.7","1","6.7"
"134","Isaiah McKenzie","BUF","WR","6.7","1","6.7"
"137","Cedrick Wilson","DAL","WR","6.6","1","6.6"
"137","Cooper Kupp","LAR","WR","6.6","1","6.6"
"139","Curtis Samuel","CAR","WR","6.4","1","6.4"
"139","Irv Smith Jr.","MIN","TE","6.4","1","6.4"
"139","Odell Beckham Jr.","CLE","WR","6.4","1","6.4"
"142","Adam Shaheen","MIA","TE","6.3","1","6.3"
"143","Tee Higgins","CIN","WR","6.2","1","6.2"
"144","Cam Akers","LAR","RB","6.1","1","6.1"
"144","Tyler Johnson","TB","WR","6.1","1","6.1"
"146","Minnesota Vikings","MIN","DST","6.0","1","6.0"
"146","Tampa Bay Buccaneers","TB","DST","6.0","1","6.0"
"146","Stephen Gostkowski","TEN","K","6.0","1","6.0"
"146","Harrison Butker","KC","K","6.0","1","6.0"
"146","Sam Sloman","Multi","K","6.0","1","6.0"
"146","Chicago Bears","CHI","DST","6.0","1","6.0"
"152","Devin Duvernay","BAL","WR","5.9","1","5.9"
"152","Matt Breida","MIA","RB","5.9","1","5.9"
"154","Gabriel Davis","BUF","WR","5.8","1","5.8"
"154","Chris Conley","JAC","WR","5.8","1","5.8"
"154","C.J. Beathard","SF","QB","5.8","1","5.8"
"157","Austin Hooper","CLE","TE","5.7","1","5.7"
"157","Mark Ingram II","BAL","RB","5.7","1","5.7"
"157","Latavius Murray","NO","RB","5.7","1","5.7"
"160","J.K. Dobbins","BAL","RB","5.5","1","5.5"
"161","Brian Hill","ATL","RB","5.4","1","5.4"
"162","Cole Beasley","BUF","WR","5.3","1","5.3"
"162","Joe Burrow","CIN","QB","5.3","1","5.3"
"162","Marcus Johnson","IND","WR","5.3","1","5.3"
"165","Rob Gronkowski","TB","TE","5.2","1","5.2"
"166","Antonio Gibson","WAS","RB","5.1","1","5.1"
"167","Dustin Hopkins","WAS","K","5.0","1","5.0"
"167","James Robinson","JAC","RB","5.0","1","5.0"
"167","Robbie Gould","SF","K","5.0","1","5.0"
"167","Carolina Panthers","CAR","DST","5.0","1","5.0"
"167","Mecole Hardman","KC","WR","5.0","1","5.0"
"167","Tyler Bass","BUF","K","5.0","1","5.0"
"173","J.D. McKissic","WAS","RB","4.9","1","4.9"
"174","Randall Cobb","HOU","WR","4.7","1","4.7"
"175","Josh Reynolds","LAR","WR","4.6","1","4.6"
"176","Cordarrelle Patterson","CHI","WR","4.5","1","4.5"
"176","Jalen Guyton","LAC","WR","4.5","1","4.5"
"178","George Kittle","SF","TE","4.4","1","4.4"
"178","Cameron Brate","TB","TE","4.4","1","4.4"
"178","Brandon Aiyuk","SF","WR","4.4","1","4.4"
"178","Tyler Lockett","SEA","WR","4.4","1","4.4"
"182","Golden Tate","NYG","WR","4.2","1","4.2"
"182","Hunter Renfrow","LV","WR","4.2","1","4.2"
"182","Chris Thompson","JAC","RB","4.2","1","4.2"
"182","Tyler Boyd","CIN","WR","4.2","1","4.2"
"186","Sam Ficken","NYJ","K","4.0","1","4.0"
"186","Las Vegas Raiders","LV","DST","4.0","1","4.0"
"186","Jacksonville Jaguars","JAC","DST","4.0","1","4.0"
"189","Darrel Williams","KC","RB","3.9","1","3.9"
"190","Joshua Kelley","LAC","RB","3.8","1","3.8"
"190","John Hightower","PHI","WR","3.8","1","3.8"
"192","Ashton Dulin","IND","WR","3.7","1","3.7"
"192","Darrell Daniels","ARI","TE","3.7","1","3.7"
"192","J.J. Arcega-Whiteside","PHI","WR","3.7","1","3.7"
"195","D'Ernest Johnson","CLE","RB","3.6","1","3.6"
"196","Larry Fitzgerald","ARI","WR","3.5","1","3.5"
"197","Marquez Callaway","NO","WR","3.4","1","3.4"
"198","Trey Burton","IND","TE","3.3","1","3.3"
"198","Devin Singletary","BUF","RB","3.3","1","3.3"
"200","Tony Pollard","DAL","RB","3.2","1","3.2"
"201","Jeremy McNichols","TEN","RB","3.1","1","3.1"
"202","Andy Isabella","ARI","WR","3.0","1","3.0"
"202","Jalen Richard","LV","RB","3.0","1","3.0"
"202","Michael Badgley","LAC","K","3.0","1","3.0"
"202","Jason Myers","SEA","K","3.0","1","3.0"
"202","Frank Gore","NYJ","RB","3.0","1","3.0"
"202","Nyheim Hines","IND","RB","3.0","1","3.0"
"202","Randy Bullock","CIN","K","3.0","1","3.0"
"202","Los Angeles Chargers","LAC","DST","3.0","1","3.0"
"202","Jake Elliott","PHI","K","3.0","1","3.0"
"202","Cincinnati Bengals","CIN","DST","3.0","1","3.0"
"202","New Orleans Saints","NO","DST","3.0","1","3.0"
"213","JuJu Smith-Schuster","PIT","WR","2.8","1","2.8"
"213","Anthony Miller","CHI","WR","2.8","1","2.8"
"215","Jeff Wilson Jr.","SF","RB","2.7","1","2.7"
"216","Kalif Raymond","TEN","WR","2.6","1","2.6"
"216","Terry McLaurin","WAS","WR","2.6","1","2.6"
"218","Alec Ingold","LV","RB","2.5","1","2.5"
"218","James Washington","PIT","WR","2.5","1","2.5"
"218","Gus Edwards","BAL","RB","2.5","1","2.5"
"221","Andy Dalton","DAL","QB","2.4","1","2.4"
"221","Chris Herndon IV","NYJ","TE","2.4","1","2.4"
"221","Wayne Gallman","NYG","RB","2.4","1","2.4"
"221","Malcolm Brown","LAR","RB","2.4","1","2.4"
"225","Justin Jefferson","MIN","WR","2.3","1","2.3"
"225","Byron Pringle","KC","WR","2.3","1","2.3"
"225","Eric Ebron","PIT","TE","2.3","1","2.3"
"225","Jeff Smith","NYJ","WR","2.3","1","2.3"
"225","Isaiah Ford","MIA","WR","2.3","1","2.3"
"230","Drew Sample","CIN","TE","2.2","1","2.2"
"230","Jaydon Mickens","TB","WR","2.2","1","2.2"
"230","Deebo Samuel","SF","WR","2.2","1","2.2"
"233","Amari Cooper","DAL","WR","2.1","1","2.1"
"234","Stephen Hauschka","JAC","K","2.0","1","2.0"
"234","James O'Shaughnessy","JAC","TE","2.0","1","2.0"
"234","Greg Olsen","SEA","TE","2.0","1","2.0"
"234","New York Jets","NYJ","DST","2.0","1","2.0"
"234","Washington Football Team","WAS","DST","2.0","1","2.0"
"234","Chris Hogan","NYJ","WR","2.0","1","2.0"
"240","Benny Snell Jr.","PIT","RB","1.9","1","1.9"
"240","Anthony Firkser","TEN","TE","1.9","1","1.9"
"240","Mike Boone","MIN","RB","1.9","1","1.9"
"240","Duke Johnson Jr.","HOU","RB","1.9","1","1.9"
"244","Richard Rodgers","PHI","TE","1.8","1","1.8"
"245","Russell Gage","ATL","WR","1.6","1","1.6"
"245","D.J. Chark Jr.","JAC","WR","1.6","1","1.6"
"245","Alex Smith","WAS","QB","1.6","1","1.6"
"245","Tyler Eifert","JAC","TE","1.6","1","1.6"
"249","Darnell Mooney","CHI","WR","1.5","1","1.5"
"249","Zach Pascal","IND","WR","1.5","1","1.5"
"249","Dawson Knox","BUF","TE","1.5","1","1.5"
"252","Virgil Green","LAC","TE","1.4","1","1.4"
"252","Freddie Swain","SEA","WR","1.4","1","1.4"
"252","Travis Homer","SEA","RB","1.4","1","1.4"
"252","Kenny Stills","HOU","WR","1.4","1","1.4"
"256","Olamide Zaccheaus","ATL","WR","1.3","1","1.3"
"256","Braxton Berrios","NYJ","WR","1.3","1","1.3"
"256","Blake Bell","DAL","TE","1.3","1","1.3"
"256","Bisi Johnson","MIN","WR","1.3","1","1.3"
"260","Cody Hollister","TEN","WR","1.2","1","1.2"
"260","Tyler Higbee","LAR","TE","1.2","1","1.2"
"260","Auden Tate","CIN","WR","1.2","1","1.2"
"260","Darrynton Evans","TEN","RB","1.2","1","1.2"
"260","Pharoh Cooper","CAR","WR","1.2","1","1.2"
"265","Chad Beebe","MIN","WR","1.1","1","1.1"
"265","Jimmy Garoppolo","SF","QB","1.1","1","1.1"
"265","Bennie Fowler III","NO","WR","1.1","1","1.1"
"268","Kyle Rudolph","MIN","TE","1.0","1","1.0"
"268","Temarrick Hemingway","WAS","TE","1.0","1","1.0"
"270","Tanner Hudson","TB","TE","0.9","1","0.9"
"270","Demetrius Harris","CHI","TE","0.9","1","0.9"
"270","Matt Barkley","BUF","QB","0.9","1","0.9"
"273","Hayden Hurst","ATL","TE","0.8","1","0.8"
"273","Tre'Quan Smith","NO","WR","0.8","1","0.8"
"273","K.J. Hill Jr.","LAC","WR","0.8","1","0.8"
"276","Kaden Smith","NYG","TE","0.7","1","0.7"
"276","Patrick Ricard","BAL","RB","0.7","1","0.7"
"276","Nick Westbrook-Ikhine","TEN","WR","0.7","1","0.7"
"276","Tyron Johnson","LAC","WR","0.7","1","0.7"
"276","Jalen Hurts","PHI","QB","0.7","1","0.7"
"276","Jaeden Graham","ATL","TE","0.7","1","0.7"
"282","David Njoku","CLE","TE","0.6","1","0.6"
"282","Anthony McFarland Jr.","PIT","RB","0.6","1","0.6"
"282","Jason Witten","LV","TE","0.6","1","0.6"
"282","Trent Sherfield","ARI","WR","0.6","1","0.6"
"282","Chandler Cox","MIA","RB","0.6","1","0.6"
"282","Zach Ertz","PHI","TE","0.6","1","0.6"
"282","Ito Smith","ATL","RB","0.6","1","0.6"
"282","Dalton Schultz","DAL","TE","0.6","1","0.6"
"290","KeeSean Johnson","ARI","WR","0.5","1","0.5"
"290","Jerick McKinnon","SF","RB","0.5","1","0.5"
"290","Trevon Wesco","NYJ","TE","0.5","1","0.5"
"293","Giovani Bernard","CIN","RB","0.4","1","0.4"
"293","Andy Janovich","CLE","RB","0.4","1","0.4"
"293","Logan Thomas","WAS","TE","0.4","1","0.4"
"293","Lynn Bowden Jr.","MIA","WR","0.4","1","0.4"
"293","Pharaoh Brown","HOU","TE","0.4","1","0.4"
"293","Vance McDonald","PIT","TE","0.4","1","0.4"
"299","Boston Scott","PHI","RB","0.3","1","0.3"
"299","Elijhaa Penny","NYG","RB","0.3","1","0.3"
"299","Isaiah Wright","WAS","WR","0.3","1","0.3"
"302","Demarcus Robinson","KC","WR","0.2","1","0.2"
"302","Zay Jones","LV","WR","0.2","1","0.2"
"302","Michael Burton","NO","RB","0.2","1","0.2"
"302","Nick Boyle","BAL","TE","0.2","1","0.2"
"302","Luke Stocker","ATL","TE","0.2","1","0.2"
"302","Alex Armah","CAR","RB","0.2","1","0.2"
"308","Josh Hill","NO","TE","0.1","1","0.1"
"308","Dion Lewis","NYG","RB","0.1","1","0.1"
"308","Keith Smith","ATL","RB","0.1","1","0.1"
"308","Jordan Wilkins","IND","RB","0.1","1","0.1"
"312","Antonio Gandy-Golden","WAS","WR","0.0","1","0.0"
"312","Donovan Peoples-Jones","CLE","WR","0.0","1","0.0"
"312","Daurice Fountain","IND","WR","0.0","1","0.0"
"312","Cyril Grayson Jr.","TB","WR","0.0","1","0.0"
"312","Sean McKeon","DAL","TE","0.0","1","0.0"
"312","Colin Thompson","CAR","TE","0.0","1","0.0"
"312","Dwayne Washington","NO","RB","0.0","1","0.0"
"312","Garrett Griffin","NO","TE","0.0","1","0.0"
"312","Dontrell Hilliard","Multi","RB","0.0","1","0.0"
"312","Tyler Davis","JAC","TE","0.0","1","0.0"
"312","Deon Yelder","KC","TE","0.0","1","0.0"
"312","Donald Parham Jr.","LAC","TE","0.0","1","0.0"
"312","Mason Schreck","CIN","TE","0.0","1","0.0"
"312","Jonathan Ward","ARI","RB","0.0","1","0.0"
"312","JaMycal Hasty","SF","RB","0.0","1","0.0"
"312","DeeJay Dallas","SEA","RB","0.0","1","0.0"
"312","Troymaine Pope","LAC","RB","0.0","1","0.0"
"312","Trey Edmunds","PIT","RB","0.0","1","0.0"
"312","Geoff Swaim","TEN","TE","0.0","1","0.0"
"312","Jason Croom","PHI","TE","0.0","1","0.0"
"312","Evan Baylis","ARI","TE","0.0","1","0.0"
"312","Kevin White","SF","WR","0.0","1","0.0"
"312","Austin Carr","NO","WR","0.0","1","0.0"
"312","Quez Watkins","PHI","WR","0.0","1","0.0"
"312","Beau Brinkley","TEN","TE","0.0","1","0.0"
"312","Damion Ratley","NYG","WR","0.0","1","0.0"
"312","J.P. Holtz","CHI","TE","0.0","1","0.0"
"312","Stephen Anderson","LAC","TE","0.0","1","0.0"
"312","Daniel Brown","NYJ","TE","0.0","1","0.0"
"312","Chris Manhertz","CAR","TE","0.0","1","0.0"
"312","Jeremy Sprinkle","WAS","TE","0.0","1","0.0"
"312","Tyler Kroft","BUF","TE","0.0","1","0.0"
"312","Jack Doyle","IND","TE","0.0","1","0.0"
"312","Ryan Griffin","NYJ","TE","0.0","1","0.0"
"312","Luke Willson","Multi","TE","0.0","1","0.0"
"312","Levine Toilolo","NYG","TE","0.0","1","0.0"
"312","Derek Carrier","LV","TE","0.0","1","0.0"
"312","Stephen Carlson","CLE","TE","0.0","1","0.0"
"312","Foster Moreau","LV","TE","0.0","1","0.0"
"312","Nick Keizer","KC","TE","0.0","1","0.0"
"312","Ross Dwelley","SF","TE","0.0","1","0.0"
"312","Tyler Conklin","MIN","TE","0.0","1","0.0"
"312","Ian Thomas","CAR","TE","0.0","1","0.0"
"312","Dan Arnold","ARI","TE","0.0","1","0.0"
"312","Johnny Mundt","LAR","TE","0.0","1","0.0"
"312","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"312","Cethan Carter","CIN","TE","0.0","1","0.0"
"312","Jacob Hollister","SEA","TE","0.0","1","0.0"
"312","Bruce Miller","JAC","TE","0.0","1","0.0"
"312","Harrison Bryant","CLE","TE","0.0","1","0.0"
"312","Samaje Perine","CIN","RB","0.0","1","0.0"
"312","Corey Clement","PHI","RB","0.0","1","0.0"
"312","Leonard Fournette","TB","RB","0.0","1","0.0"
"312","Ameer Abdullah","MIN","RB","0.0","1","0.0"
"312","C.J. Ham","MIN","RB","0.0","1","0.0"
"312","Peyton Barber","WAS","RB","0.0","1","0.0"
"312","Taiwan Jones","BUF","RB","0.0","1","0.0"
"312","Clark Harris","CIN","TE","0.0","1","0.0"
"312","Reggie Gilliam","BUF","RB","0.0","1","0.0"
"312","Rico Dowdle","DAL","RB","0.0","1","0.0"
"312","Xavier Jones","LAR","RB","0.0","1","0.0"
"312","Jaylen Samuels","PIT","RB","0.0","1","0.0"
"312","Anthony Sherman","KC","RB","0.0","1","0.0"
"312","Darwin Thompson","KC","RB","0.0","1","0.0"
"312","Patrick Laird","MIA","RB","0.0","1","0.0"
"312","Ryan Nall","CHI","RB","0.0","1","0.0"
"312","Cole Kmet","CHI","TE","0.0","1","0.0"
"312","Miles Boykin","BAL","WR","0.0","1","0.0"
"312","Cam Sims","WAS","WR","0.0","1","0.0"
"312","Christian Blake","ATL","WR","0.0","1","0.0"
"312","Brandon Powell","ATL","WR","0.0","1","0.0"
"312","Scotty Miller","TB","WR","0.0","1","0.0"
"312","Javon Wims","CHI","WR","0.0","1","0.0"
"312","Brandon Zylstra","CAR","WR","0.0","1","0.0"
"312","Quinton Bell","TB","WR","0.0","1","0.0"
"312","Penny Hart","SEA","WR","0.0","1","0.0"
"312","La'Mical Perine","NYJ","RB","0.0","1","0.0"
"312","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"312","Dare Ogunbowale","JAC","RB","0.0","1","0.0"
"312","C.J. Prosise","HOU","RB","0.0","1","0.0"
"312","Dan Chisena","MIN","WR","0.0","1","0.0"
"312","Van Jefferson","LAR","WR","0.0","1","0.0"
"312","James Proche","BAL","WR","0.0","1","0.0"
"312","Nsimba Webster","LAR","WR","0.0","1","0.0"
"312","Seth Roberts","CAR","WR","0.0","1","0.0"
"312","Willie Snead IV","BAL","WR","0.0","1","0.0"
"312","DeAndre Carter","Multi","WR","0.0","1","0.0"
"312","A.J. Green","CIN","WR","0.0","1","0.0"
"312","Ted Ginn Jr.","CHI","WR","0.0","1","0.0"
"312","Gabe Nabers","LAC","RB","0.0","1","0.0"
"312","Charlie Woerner","SF","TE","0.0","1","0.0"
"312","C.J. Board","NYG","WR","0.0","1","0.0"
"312","Atlanta Falcons","ATL","DST","0.0","1","0.0"
"312","Alex Erickson","CIN","WR","0.0","1","0.0"
"312","Noah Brown","DAL","WR","0.0","1","0.0"
"312","Ty Long","LAC","K","0.0","1","0.0"
"312","Mack Hollins","MIA","WR","0.0","1","0.0"
"312","Trent Taylor","SF","WR","0.0","1","0.0"
"312","David Moore","SEA","WR","0.0","1","0.0"
"411","Robert Griffin III","BAL","QB","-0.1","1","-0.1"
"411","Trenton Cannon","CAR","RB","-0.1","1","-0.1"
"413","Dontrelle Inman","WAS","WR","-0.2","1","-0.2"
"413","Diontae Johnson","PIT","WR","-0.2","1","-0.2"
"415","Andre Roberts","BUF","WR","-0.4","1","-0.4"
"416","Jakeem Grant Sr.","MIA","WR","-0.6","1","-0.6"
"417","Kansas City Chiefs","KC","DST","-1.0","1","-1.0"
"417","Philadelphia Eagles","PHI","DST","-1.0","1","-1.0"
"419","Mike Thomas","CIN","WR","-1.3","1","-1.3"
"420","Ke'Shawn Vaughn","TB","RB","-1.5","1","-1.5"
"421","San Francisco 49ers","SF","DST","-2.0","1","-2.0"
"422","Buffalo Bills","BUF","DST","-4.0","1","-4.0"
""
""
